Baden-Wuerttemberg,"4.6","2 ,1",18,"6.7"
Bayern,"23.1","11.1",102,"34.2"
Berlin,"1.0","0 ,1",9,"1.1"
Brandenburg,"202.7","95.6",253,"298.3"
Bremen,"0.0","0 ,0",0,"0.0"
Hamburg,"0.0","0 ,0",0,"0.0"
Hessen,"0.5","0 ,6",26,"1.1"
Mecklenburg-Vorpommern,"5.7","0 ,7",28,"6.5"
Niedersachsen,"57.8","11.4",131,"69.2"
Nordrhein-Westfalen,"7.8","0 ,0",24,"7.8"
Rheinland-Pfalz,"7.7","7 ,2",21,"14.9"
Saarland,"0.0","3 ,0",1,"3.0"
Sachsen,"14.1","2 ,6",77,"16.7"
Sachsen-Anhalt,"27.8","33.4",70,"61.2"
Schleswig-Holstein,"0.4","0 ,0",3,"0.4"
Thueringen,"0.4","0 ,5",17,"0.9"
Frueheres Bundesgebiet,"102.8","35.6",335,"138.3"
Neue Laender,"250.7","132.9",445,"383.6"
Deutschland,"353.5","168.4",780,"521.9"
Baden-Wuerttemberg,0,"0.0",7,"4.5",0,"0.0",0,"0.0",11,"2.2",18,"6.7"
Bayern,2,"0.0",10,"4.3",64,"20.8",0,"0.0",26,"9.1",102,"34.2"
Berlin,7,"1.1",1,"0.0",0,"0.0",0,"0.0",1,"0.0",9,"1.1"
Brandenburg,71,"11.1",67,"13.3",12,"254.7",13,"1.9",90,"17.5",253,"298.3"
Bremen,0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,"0.0"
Hamburg,0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,"0.0"
Hessen,6,"0.2",3,"0.4",0,"0.0",2,"0.0",15,"0.4",26,"1.1"
Mecklenburg-Vorpommern,4,"1.8",2,"0.2",1,"1.0",0,"0.0",21,"3.6",28,"6.5"
Niedersachsen,15,"1.9",0,"0.0",9,"4.1",3,"4.1",104,"59.1",131,"69.2"
Nordrhein-Westfalen,0,"0.0",1,"2.7",5,"0.5",0,"0.0",18,"4.6",24,"7.8"
Rheinland-Pfalz,6,"5.8",5,"6.7",2,"1.0",0,"0.0",8,"1.4",21,"14.9"
Saarland,1,"3.0",0,"0.0",0,"0.0",0,"0.0",0,"0.0",1,"3.0"
Sachsen,20,"1.0",15,"1.8",0,"0.0",5,"0.1",37,"13.8",77,"16.7"
Sachsen-Anhalt,28,"2.7",13,"23.4",10,"24.7",3,"1.2",16,"9.3",70,"61.2"
Schleswig-Holstein,1,"0.0",0,"0.0",0,"0.0",0,"0.0",2,"0.4",3,"0.4"
Thueringen,6,"0.2",2,"0.5",0,"0.0",1,"0.0",8,"0.1",17,"0.9"
Frueheres Bundesgebiet,38,"12.1",27,"18.6",80,"26.4",5,"4.1",185,"77.2",335,"138.3"
Neue Laender,129,"16.7",99,"39.2",23,"280.4",22,"3.2",172,"44.2",445,"383.6"
Deutschland,167,"28.8",126,"57.8",103,"306.8",27,"7.3",357,"121.4",780,"521,9"
Baden-Wuerttemberg,0,0,3,7,0,4,1,0,2,1,0,0
Bayern,0,0,3,23,26,16,18,14,1,1,0,0
Berlin,0,0,0,2,0,0,0,7,0,0,0,0
Brandenburg,0,0,4,29,4,63,150,3,0,0,0,0
Bremen,0,0,0,0,0,0,0,0,0,0,0,0
Hamburg,0,0,0,0,0,0,0,0,0,0,0,0
Hessen,0,0,1,7,0,3,15,0,0,0,0,0
Mecklenburg-Vorpommern,0,0,0,4,1,3,19,1,0,0,0,0
Niedersachsen,0,0,3,23,12,30,46,15,1,1,0,0
Nordrhein-Westfalen,0,0,1,3,1,6,10,3,0,0,0,0
Rheinland-Pfalz,0,0,1,5,3,3,8,1,0,0,0,0
Saarland,0,0,0,0,0,0,1,0,0,0,0,0
Sachsen,0,0,2,13,4,12,44,1,0,1,0,0
Sachsen-Anhalt,0,0,0,8,1,9,45,3,4,0,0,0
Schleswig-Holstein,0,0,0,0,0,2,1,0,0,0,0,0
Thueringen,0,0,0,4,0,9,4,0,0,0,0,0
Frueheres Bundesgebiet,0,0,12,70,42,64,100,40,4,3,0,0
Neue Laender,0,0,6,58,10,96,262,8,4,1,0,0
Deutschland,0,0,18,128,52,160,362,48,8,4,0,0
Baden-Wuerttemberg,"0.0","0.0","0.8","4.3","0.0","0.6","0.1","0.0","0.7","0.1","0.0","0.0"
Bayern,"0.0","0.0","6.6","5.3","10.2","4.1","4.4","3.7","0.0","0.0","0.0","0.0"
Berlin,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1","0.0","0.0","0.0","0.0"
Brandenburg,"0.0","0.0","1.2","5.8","0.1","8.2","282.9","0.1","0.0","0.0","0.0","0.0"
Bremen,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
Hamburg,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
Hessen,"0.0","0.0","0.0","0.2","0.0","0.3","0.6","0.0","0.0","0.0","0.0","0.0"
Mecklenburg-Vorpommern,"0.0","0.0","0.0","0.9","0.0","1.0","3.9","0.6","0.0","0.0","0.0","0.0"
Niedersachsen,"0.0","0.0","0.1","12.7","5.3","12.2","30.8","6.9","1.0","0.2","0.0","0.0"
Nordrhein-Westfalen,"0.0","0.0","0.1","1.6","0.0","2.3","2.6","1.1","0.0","0.0","0.0","0.0"
Rheinland-Pfalz,"0.0","0.0","6.0","1.8","0.9","0.3","5.8","0.1","0.0","0.0","0.0","0.0"
Saarland,"0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0"
Sachsen,"0.0","0.0","0.8","11.2","0.1","0.5","4.1","0.0","0.0","0.0","0.0","0.0"
Sachsen-Anhalt,"0.0","0.0","0.0","1.3","0.1","13.8","38.3","0.8","7.0","0.0","0.0","0.0"
Schleswig-Holstein,"0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0"
